images_image,images_label,next,fileName,type1,type2,flip?
"https://dkstatics-public.digikala.com/digikala-products/114507949.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف پنج و نیم متری سی پرشیا کد 171158,178,17.jpg,4,h,0
"https://dkstatics-public-2.digikala.com/digikala-products/110850176.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف ذرع و نیم سی پرشیا کد 131836,178,18.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/135e65317fdf60218cd409905e98f6b97ba3f96e_1600850053.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف ذرع و نیم سی پرشیا کد 102353,178,19.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/114518117.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 171178,178,20.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/121191138.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف چهار متری فراهان کد 121319,178,21.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/3391435.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع ونیم سی پرشیا کد 161084,178,22.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/c31dce12daee0185e0964a1f285f9ea131b5dcbf_1594211971.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دوازده متری کد 102010,178,23.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/3392021.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع ونیم سی پرشیا کد 161086,178,24.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/1349709.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری کد 101957,178,25.jpg,4,l,0
"https://dkstatics-public-2.digikala.com/digikala-products/111036618.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف دو متری گالری نور کد H1783,178,26.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/a6684bfb0f2e7fbe114a16ec1c0a17192f585b88_1602176581.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف نه متری مدل لچک ترنج کد 8001 یک جفت,178,27.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/110479892.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سراییان نیم متری کد 1105575,178,28.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/113206721.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 174171,178,29.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113649889.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سه متری فرش هريس کد 101416,178,30.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/114508583.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 171159,178,31.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113031067.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سه متری مدل قشقایی کد 1105744,178,32.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/112824021.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف نه متری مدل مود گل ابریشم کد RS,178,33.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/3bedf38587f1e03e51392bbdedb14c45658cd9e7_1600844917.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری سی پرشیا کد 102351,178,34.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/114738944.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 171190,178,35.jpg,2,t,0
"https://dkstatics-public.digikala.com/digikala-products/114507511.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف پنج و نیم متری سی پرشیا کد 171157,178,36.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/4428113.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 131815,178,37.jpg,4,m,0
"https://dkstatics-public.digikala.com/digikala-products/115140785.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت پنج و نیم متری هریس کد 101490,178,38.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/9ac56bc81289d2c19ca332bbe4ca8434290d236d_1594211214.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت هفت متری کد 101973,178,39.jpg,5,,0
"https://dkstatics-public.digikala.com/digikala-products/112708005.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع و نیم کد zr01,178,40.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/4825807.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",گلیم فرش دستباف یک و نیم متری کد 970951,178,41.jpg,1,t,0
"https://dkstatics-public.digikala.com/digikala-products/5346811.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",گلیم فرش دستبافت کد 1104499,178,42.jpg,4,k,0
"https://dkstatics-public.digikala.com/digikala-products/111733214.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سه و نیم متری اصفهان ابتین کد 1105648,178,43.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/ff026169bf5526d46af74881d47bfff770573bb7_1595956943.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف دو و نیم متری کد 4012,178,44.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/114509736.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 171160,178,45.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/3392488.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع ونیم سی پرشیا کد 161087,178,46.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/121087029.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف چهارمتری فراهان کد 121287,178,47.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/114738561.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش و نیم متری سی پرشیا کد 171189,178,48.jpg,4,l,0
"https://dkstatics-public-2.digikala.com/digikala-products/110479349.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت نیم متری کد 1105572,178,49.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/5086948.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف تمام ابریشم دوازده صدم متری کد YM.115,178,50.jpg,5,,1
"https://dkstatics-public.digikala.com/digikala-products/114401967.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت 3 متری کد 344,178,51.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/119478702.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت هفت متری مدل بختیاری کد 1105826,178,52.jpg,4,k,0
"https://dkstatics-public.digikala.com/digikala-products/1232249.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت هشت متری کد 102005,178,53.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/5424638.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری طرح یلمه کد1104512,178,54.jpg,4,k,0
"https://dkstatics-public.digikala.com/digikala-products/1317176.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت هفت متری کد 101884,178,55.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/119470747.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت چهار متری کد 1105819,178,56.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/3393690.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع ونیم سی پرشیا کد 161093,178,57.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/6ffdd5d4bf2e470d3874b38519ca63fab01be298_1599252106.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سه متری مدل بیجار کد 269,178,58.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/482174.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت نه متری کد 102065,178,59.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/121964466.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف ذرع و نیم کد dg15,178,60.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/5512214.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک و نیم متری طرح خشتی بختیاری کد 110/4148,178,61.jpg,1,k,0
"https://dkstatics-public.digikala.com/digikala-products/112261657.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت نیم متری کد YM.134,178,62.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/4123215.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت 3 متری چله ابریشم طرح ماری گل ترکمن کد STD-013,178,63.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/114400907.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع و نیم کد 320,178,64.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/1465504.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ده متری کد 102004,178,65.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/119491328.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف دو متری سی پرشیا کد 171278,178,66.jpg,2,t,0
"https://dkstatics-public.digikala.com/digikala-products/119579480.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سه و نیم متری اصفهان داوری کد 1105835,178,67.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/98a5f75bb88a0f88cc2726b2c728a18308d9e2db_1602089474.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری مدل لچک ترنج کد 6006,178,68.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/5073105.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش و نیم متری سی پرشیا کد 702008,178,69.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/115136591.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف نه متری فراهان طرح قاب قابی کد 121197,178,70.jpg,1,k,0
"https://dkstatics-public.digikala.com/digikala-products/1b089a3fc6e3ae078c03e0a4ff06a39348e255fd_1595953145.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف دو متری کد 2008,178,71.jpg,1,k,0
"https://dkstatics-public.digikala.com/digikala-products/1457382.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یازده متری کد 102011,178,72.jpg,4,l,0
"https://dkstatics-public-2.digikala.com/digikala-products/111184236.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف دو متری گالری نور کد H1791,178,73.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/f1843f91db675fef34ff9e40517d04416b2be802_1599250738.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت چهار متری ضیایی کد 283,178,74.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/3393955.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع و چارک سی پرشیا کد 161095,178,75.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/114858022.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری اصفهان آبتین کد 1105795,178,76.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/3393442.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع ونیم سی پرشیا کد 161091,178,77.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113100373.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو و نیم متری مدل نایین کد 1105746,178,78.jpg,5,,0
"https://dkstatics-public.digikala.com/digikala-products/112143324.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف ذرع و نیم سی پرشیا کد 166144 یک جفت,178,79.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/110293826.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت کناره یک متری انارکیان طرح لچک ترنج کد YM.98,178,80.jpg,5,,0
"https://dkstatics-public.digikala.com/digikala-products/114517564.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 171176,178,81.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/5424388.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری طرح قشقایی 1104511,178,82.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/fbac46db1c4529d33e940c0254628c9d13da4fbb_1597781772.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سه و نیم متری یوسفی کد 1400,178,83.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/4013847.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت اصفهان ابتین سه متری کد 1104430,178,84.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113205895.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 174170,178,85.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/23011763c91c1b8069be369baf14b9b1a81bd049_1594211187.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع و چارک کد 102077,178,86.jpg,5,,0
"https://dkstatics-public.digikala.com/digikala-products/119491966.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف دو و نیم متری سی پرشیا کد 171287,178,87.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/8c460fb3605e029cd5745bfa38a7fb235677cf34_1598305707.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت هفت متری کد 241,178,88.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/113219918.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 174186,178,89.jpg,4,k,0
"https://dkstatics-public.digikala.com/digikala-products/113203849.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 174168,178,90.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/120453584.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری کد 981103,178,91.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/640404.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری فرش هریس کد 100037,178,92.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/114737278.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 171186,178,93.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/7502b4fef42971a485894d3bccbcfd38d36e92f4_1600846644.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع و نیم مدل FN-0089,178,94.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/114516716.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 171173,178,95.jpg,2,h,0
"https://dkstatics-public.digikala.com/digikala-products/ab632d2f3ae68202af656e612796042266fde8d2_1598085881.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک و نیم متری کد 7005,178,96.jpg,0,k,0
"https://dkstatics-public.digikala.com/digikala-products/114512491.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 171164,178,97.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/3fdbca2d7ba2410c7ddc3c3db925d130cb790a18_1595844852.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش ونیم متری مدل نایین کد 1105762,178,98.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/119489563.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش و نیم متری سی پرشیا کد 171265,178,99.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/2447470.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری سی پرشیا کد 161007,178,100.jpg,4,k,0
"https://dkstatics-public.digikala.com/digikala-products/3280016.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت کناره طول هفت متری سی پرشیا کد 102305,178,101.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/3391728.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع ونیم سی پرشیا کد 161085,178,102.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/5405423.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری طرح قشقایی کد 1104505,178,103.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/fb4419226641c98d51175032973100832b66f6c1_1600077004.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری سی پرشیا کد 171423,178,104.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/5347112.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری کد 1104500,178,105.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/4026471.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت کد 1104441,178,106.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/113744808.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش و نیم متری فرش هریس کد 1014812,178,107.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/1440571.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری کد 101966,178,108.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/1045744.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری کد 101964,178,109.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/119267819.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف چهار متری سی پرشیا کد 171223,178,110.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/1498386.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت هفت متری کد 101992,178,111.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113755353.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت هفت متری کد 1105761,178,112.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/112939961.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع و نیم کد zr06,178,113.jpg,1,k,0
"https://dkstatics-public.digikala.com/digikala-products/119490380.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف هفت متری سی پرشیا کد 171269,178,114.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/4688210.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت طرح بیجار یک و نیم متری کد 1104468,178,115.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/112031236.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو و نیم متری طرح اصفهان کد 1105692,178,116.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/115009810.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک و نیم متری کد 980750,178,117.jpg,2,t,0
"https://dkstatics-public.digikala.com/digikala-products/8916dcf12150fee32c504000130eeac62d3ce332_1599462711.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری کد 990701,178,118.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/f92708b79c5c1ba6f59847e5bd64823809bf8f74_1600068414.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری سی پرشیا کد 171414,178,119.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/113422674.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری سی پرشیا کد 175027,178,120.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/1347078.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری کد 101963,178,121.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/119252153.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف هفت متری سی پرشیا کد 171212,178,122.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/115139788.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری فراهان کد 121229,178,123.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/113093287.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 174137,178,124.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/41b267f99440ad53ef2c88eff06d68c0167985e7_1602126313.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 171379,178,125.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/5074261.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری سی پرشیا کد 702010,178,126.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/114745533.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف پنج متری سی پرشیا کد 171192,178,127.jpg,4,l,0
